second,phase,offered_rps,attempted,success,errors,error_rate,p50_ms,p95_ms,p99_ms,mean_ms,scheduler_lateness_p95_ms
201,business,49,49,49,0,0.0,46.72294000010879,48.69802920038637,58.249482880491996,47.305496408199005,1.0953215769404778
202,business,52,52,52,0,0.0,46.6180120001809,48.01469930071107,48.16757793068973,46.79975936544277,1.1367227465598262
203,business,52,52,52,0,0.0,46.8476969999756,48.29701275066327,48.55978563107783,46.87258682689879,1.1867922235069273
204,business,54,54,54,0,0.0,46.895977499843866,47.85287834947667,47.988930629471724,46.82392492590966,1.645536001888104
205,business,52,52,52,0,0.0,46.6984875010894,51.25714394953321,59.50571320976453,47.43347025008076,1.1321355773361577
206,business,54,54,54,0,0.0,46.951901000284124,47.96095060028165,48.10433643098804,46.9894496111549,1.6977723322270322
207,business,51,51,51,0,0.0,46.616437000920996,48.09688699879189,48.265699500916526,46.72109880387628,1.1079595496994443
208,business,49,49,49,0,0.0,46.4816769999743,47.55200679974223,48.07972740039986,46.5429238570787,1.0970833478495479
209,business,49,49,49,0,0.0,46.62138499952562,47.9173367995827,48.3760581194656,46.65371448973762,1.1149279507662868
210,business,50,50,50,0,0.0,46.25773649968323,48.61855789959009,50.87657611964458,46.65097207987856,1.1259005005740619
211,business,51,51,48,3,0.058823529411764705,47.49641399939719,161.9732950002799,169.3082690007941,70.20920105880542,1.3385067950366647
212,business,53,53,52,1,0.018867924528301886,47.09863400057657,90.64391239990073,122.3845711994363,52.45289445266057,1.3950827778899106
213,business,50,50,50,0,0.0,46.537355000509706,47.79853635072868,47.98125626952242,46.600274039810756,1.1296905507151678
214,business,50,50,50,0,0.0,46.289923000585986,48.23905284974899,48.3838319503775,46.55903434013453,1.0418341503282136
215,business,52,52,52,0,0.0,47.18129699995188,82.10671165043101,102.4444013500397,50.64568598090073,1.1771727736231699
216,business,50,50,50,0,0.0,46.56718999922305,48.03437480004504,48.480633039835084,46.636547399975825,1.1254705509600171
217,business,51,51,51,0,0.0,46.61734999899636,48.085499499393336,48.341240500121785,46.73678511768658,0.9938797848008107
218,business,49,49,49,0,0.0,46.54597800072224,47.691132799809566,47.7408945204661,46.644750510365284,1.0349746131396387
219,business,52,52,52,0,0.0,46.37598249973962,48.14969849985573,48.408191770522535,46.65596582694539,1.0927279896350228
220,business,53,53,53,0,0.0,47.06215300029726,48.40180600040185,48.601370640753885,47.085030037844675,1.3015232758334605
221,business,52,52,52,0,0.0,46.90071400000306,48.08200535007927,48.507179389780504,46.74076565375939,1.139028419765964
222,business,53,53,53,0,0.0,46.799063000435126,48.116017800566624,48.57536264004011,46.802456075382445,1.0610145844111685
223,business,50,50,50,0,0.0,46.612736499810126,47.85649970008308,48.3149348997722,46.699650779955846,1.0906678498940892
224,business,48,48,48,0,0.0,46.47865900005854,47.54293529977076,47.79746282954875,46.50598868757546,1.0826545013514988
225,business,50,50,50,0,0.0,46.70323000027565,97.65063295008073,220.65114903043604,55.88735548000841,1.4168694006002618
226,business,52,52,52,0,0.0,47.077114500098105,48.72898880039429,48.992665709665744,46.99822634630926,1.179456597037643
227,business,50,50,50,0,0.0,46.617371001048014,48.08979300005376,48.23194959968532,46.78303794014937,1.1012199506694742
228,business,49,49,49,0,0.0,46.831526000460144,47.73096459939552,48.076101759434096,46.732292816196434,1.0250985105813017
229,business,49,49,49,0,0.0,46.40561000087473,47.65537779931037,48.03547060007986,46.55847991841943,0.9828648911934579
230,business,49,49,49,0,0.0,46.3729120001517,47.663784199539805,49.00355184021465,46.54392830595999,1.179581947872066
231,business,50,50,50,0,0.0,46.699352499672386,48.020513450046565,48.27959516969713,46.76092493980832,1.0343574009311851
232,business,52,52,52,0,0.0,46.70637149956747,48.37025885044568,48.59090107953307,46.91495901925709,1.0218752817308998
